name,BCELoss,IsotonicBCE
AF-Q96G27-F1-model_v4_0,0.2898477,0.075630255
AF-P60033-F1-model_v4_0,0.89167523,0.77319586
AF-Q6PJ21-F1-model_v4_0,0.86166805,0.31578952
AF-Q8N4S7-F1-model_v4_0,0.19631086,0.075630255
AF-Q7Z3D4-F1-model_v4_0,0.8947842,0.88372093
AF-P21817-F18-model_v4_0,0.8962524,0.91818184
AF-P29597-F1-model_v4_0,0.87952685,0.40298507
AF-O15068-F1-model_v4_0,0.8698233,0.40298507
AF-O14965-F1-model_v4_0,0.0016122566,0.027272727
AF-Q8TD22-F1-model_v4_0,0.8952556,0.88372093
AF-Q04917-F1-model_v4_0,0.40118814,0.075630255
AF-Q9HAH7-F1-model_v4_0,0.08183565,0.075630255
AF-Q7L3S4-F1-model_v4_0,0.89429665,0.88372093
AF-Q53GS7-F1-model_v4_0,0.8875027,0.62068963
AF-P07741-F1-model_v4_0,0.87536985,0.40298507
AF-Q8NA75-F1-model_v4_0,0.8955668,0.88372093
AF-Q9H9Y4-F1-model_v4_0,0.048734833,0.05882353
AF-P28066-F1-model_v4_0,0.00067977025,0.0
AF-P20592-F1-model_v4_0,0.8674854,0.40298507
AF-P79483-F1-model_v4_0,0.8985707,0.9611651
AF-Q9UI47-F1-model_v4_0,0.892179,0.77319586
AF-Q8WW33-F1-model_v4_0,0.7882988,0.31578952
AF-Q8TAM6-F1-model_v4_0,0.8672365,0.40298507
AF-Q8IXT5-F1-model_v4_0,0.8949229,0.88372093
AF-P50616-F1-model_v4_0,0.8960617,0.91818184
AF-Q8TD86-F1-model_v4_0,0.0021060128,0.027272727
AF-P48549-F1-model_v4_0,0.8925386,0.86538464
AF-P08218-F1-model_v4_0,0.57134897,0.075630255
AF-Q8WXQ8-F1-model_v4_0,0.8928769,0.86538464
AF-Q13618-F1-model_v4_0,0.83267784,0.31578952
AF-Q8TE82-F1-model_v4_0,0.8084881,0.31578952
AF-Q6H8Q1-F1-model_v4_0,0.045699436,0.05882353
AF-O95897-F1-model_v4_0,0.89556456,0.88372093
AF-Q8N5S1-F1-model_v4_0,0.8933464,0.86538464
AF-Q56P03-F1-model_v4_0,0.0033301662,0.027272727
AF-Q8WVV9-F1-model_v4_0,0.829984,0.31578952
AF-P0C7U0-F1-model_v4_0,0.89284605,0.86538464
AF-O14686-F10-model_v4_0,0.9022103,0.9611651
AF-A0A075B7B8-F1-model_v4_0,0.019458484,0.035714287
AF-O14798-F1-model_v4_0,0.8982062,0.9611651
AF-Q96DD7-F1-model_v4_0,0.86168325,0.31578952
AF-Q9UJ42-F1-model_v4_0,0.872833,0.40298507
AF-P56134-F1-model_v4_0,0.9037805,0.9611651
AF-P17481-F1-model_v4_0,0.0021233936,0.027272727
AF-Q8TAE6-F1-model_v4_0,0.10040635,0.075630255
AF-Q05BQ5-F1-model_v4_0,0.8746634,0.40298507
AF-Q6PDB4-F1-model_v4_0,0.898267,0.9611651
AF-O00566-F1-model_v4_0,0.89991367,0.9611651
AF-Q9NRH2-F1-model_v4_0,0.0012395332,0.027272727
AF-P0C2W1-F1-model_v4_0,0.8862706,0.5
AF-Q96QE2-F1-model_v4_0,0.8873764,0.62068963
AF-P63136-F1-model_v4_0,0.8230379,0.31578952
AF-Q13895-F1-model_v4_0,0.7278336,0.075630255
AF-O75570-F1-model_v4_0,0.8874365,0.62068963
AF-Q96DU7-F1-model_v4_0,0.00042743664,0.0
AF-Q15772-F10-model_v4_0,0.8378859,0.31578952
AF-P18545-F1-model_v4_0,0.7620364,0.075630255
AF-Q9BRJ6-F1-model_v4_0,0.85616416,0.31578952
AF-Q9NST1-F1-model_v4_0,0.89150333,0.77319586
AF-O75792-F1-model_v4_0,0.008654366,0.035714287
AF-Q9NYS7-F1-model_v4_0,0.010592344,0.035714287
AF-Q9H346-F1-model_v4_0,0.8147083,0.31578952
AF-Q96NM4-F1-model_v4_0,0.0006423766,0.0
AF-Q8WVE6-F1-model_v4_0,0.8723307,0.40298507
AF-Q14674-F1-model_v4_0,0.8944218,0.88372093
AF-Q6ZSY5-F1-model_v4_0,0.8865057,0.5
AF-P51800-F1-model_v4_0,0.8976264,0.9611651
AF-Q9P2F6-F1-model_v4_0,0.00085116323,0.027272727
AF-Q2M1K9-F1-model_v4_0,0.89602965,0.91818184
AF-Q93063-F1-model_v4_0,0.8880387,0.62068963
AF-Q9NPD3-F1-model_v4_0,0.0011218778,0.027272727
AF-A0A0A6YYG2-F1-model_v4_0,0.8988373,0.9611651
AF-Q9H8P0-F1-model_v4_0,0.89777416,0.9611651
AF-Q7Z4N2-F1-model_v4_0,0.89717734,0.9611651
AF-Q6PJE2-F1-model_v4_0,0.8941809,0.88372093
AF-O43790-F1-model_v4_0,0.8974552,0.9611651
AF-Q86U38-F1-model_v4_0,0.000857519,0.027272727
AF-Q6ZU65-F1-model_v4_0,0.8903617,0.77319586
AF-Q6UX39-F1-model_v4_0,0.0022308824,0.027272727
AF-Q96S44-F1-model_v4_0,0.8204457,0.31578952
AF-Q9NRJ4-F1-model_v4_0,0.8912105,0.77319586
AF-Q8N6M5-F1-model_v4_0,0.8962929,0.91818184
AF-Q96NG5-F1-model_v4_0,0.8973164,0.9611651
AF-Q96DX5-F1-model_v4_0,0.8280367,0.31578952
AF-Q9Y217-F1-model_v4_0,0.00085207407,0.027272727
AF-Q9H354-F1-model_v4_0,0.004447997,0.028117709
AF-P21439-F1-model_v4_0,0.89599174,0.91818184
AF-O95359-F3-model_v4_0,0.0007187253,0.027272727
AF-Q99720-F1-model_v4_0,0.0020630057,0.027272727
AF-Q9NS39-F1-model_v4_0,0.0009397125,0.027272727
AF-Q9NZJ4-F9-model_v4_0,0.89319575,0.86538464
AF-Q69YU5-F1-model_v4_0,0.891444,0.77319586
AF-Q13261-F1-model_v4_0,0.8974578,0.9611651
AF-O43320-F1-model_v4_0,0.89054793,0.77319586
AF-Q8NDA2-F10-model_v4_0,0.89831305,0.9611651
AF-O95931-F1-model_v4_0,0.89466184,0.88372093
AF-P62312-F1-model_v4_0,0.9012402,0.9611651
AF-P28300-F1-model_v4_0,0.89408064,0.88372093
AF-P49747-F1-model_v4_0,0.8965895,0.91818184
AF-Q6N022-F2-model_v4_0,0.897219,0.9611651
AF-P48740-F1-model_v4_0,0.8967725,0.91818184
AF-Q06945-F1-model_v4_0,0.8808639,0.40298507
AF-P59095-F1-model_v4_0,0.0004102517,0.0
AF-Q8N4B5-F1-model_v4_0,0.8987968,0.9611651
AF-Q9NZU7-F1-model_v4_0,0.86101204,0.31578952
AF-Q9HBV1-F1-model_v4_0,0.001171211,0.027272727
AF-Q8NHM5-F1-model_v4_0,0.8335822,0.31578952
AF-Q15465-F1-model_v4_0,0.871465,0.40298507
AF-Q7Z5J8-F1-model_v4_0,0.89483696,0.88372093
AF-O14609-F1-model_v4_0,0.002535526,0.027272727
AF-Q7Z3Z4-F1-model_v4_0,0.8518005,0.31578952
AF-Q9UKY0-F1-model_v4_0,0.8988774,0.9611651
AF-Q9NX36-F1-model_v4_0,0.8963393,0.91818184
AF-Q96GY0-F1-model_v4_0,0.87252945,0.40298507
AF-Q9UKN7-F4-model_v4_0,0.0004153231,0.0
AF-Q9NZR2-F2-model_v4_0,0.8976759,0.9611651
AF-Q03001-F1-model_v4_0,0.87579864,0.40298507
AF-Q8WUU8-F1-model_v4_0,0.8902386,0.77319586
AF-Q9Y3B8-F1-model_v4_0,0.88405746,0.5
AF-Q96S82-F1-model_v4_0,0.4258142,0.075630255
AF-P28906-F1-model_v4_0,0.8884213,0.62068963
AF-D6RGX4-F1-model_v4_0,0.87059385,0.40298507
AF-Q8NH89-F1-model_v4_0,0.8874855,0.62068963
AF-O95257-F1-model_v4_0,0.00052829634,0.0
AF-Q14643-F5-model_v4_0,0.89714795,0.9611651
AF-Q8WXG9-F15-model_v4_0,0.8973268,0.9611651
AF-Q8N2G6-F1-model_v4_0,0.280776,0.075630255
AF-Q8IWJ2-F1-model_v4_0,0.897057,0.9611651
AF-P63124-F1-model_v4_0,0.00068432133,0.0
AF-P0C7V8-F1-model_v4_0,0.8353804,0.31578952
AF-Q5JPB2-F1-model_v4_0,0.8872289,0.62068963
AF-Q5FWF6-F1-model_v4_0,0.8991969,0.9611651
AF-P42336-F1-model_v4_0,0.8772571,0.40298507
AF-Q7Z3U7-F1-model_v4_0,0.654649,0.075630255
AF-Q9BXS6-F1-model_v4_0,0.89721876,0.9611651
AF-Q96AM1-F1-model_v4_0,0.09506518,0.075630255
AF-P17655-F1-model_v4_0,0.8903968,0.77319586
AF-Q9BVW5-F1-model_v4_0,0.89481854,0.88372093
AF-Q9P0K8-F1-model_v4_0,0.8262991,0.31578952
AF-Q86Y79-F1-model_v4_0,0.00059920654,0.0
AF-Q7Z4U5-F1-model_v4_0,0.8915876,0.77319586
AF-Q9UNH6-F1-model_v4_0,0.9001495,0.9611651
AF-A0A1W2PR95-F1-model_v4_0,0.14971878,0.075630255
AF-P78527-F8-model_v4_0,0.88893336,0.62068963
AF-Q13163-F1-model_v4_0,0.00062640576,0.0
AF-Q709C8-F9-model_v4_0,0.89413476,0.88372093
AF-Q9HC38-F1-model_v4_0,0.38561925,0.075630255
AF-Q96N66-F1-model_v4_0,0.035522923,0.05882353
AF-Q9BY84-F1-model_v4_0,0.56630486,0.075630255
AF-Q03938-F1-model_v4_0,0.8980926,0.9611651
AF-Q9C0G6-F2-model_v4_0,0.8966688,0.91818184
AF-Q5QNW6-F1-model_v4_0,0.54009134,0.075630255
AF-Q5VWM3-F1-model_v4_0,0.8949447,0.88372093
AF-Q5VST9-F20-model_v4_0,0.89424956,0.88372093
AF-A0A1B0GTG8-F1-model_v4_0,0.89258313,0.86538464
AF-Q8WZ42-F75-model_v4_0,0.89401984,0.88372093
AF-Q96JN2-F1-model_v4_0,0.89898026,0.9611651
AF-Q5W188-F1-model_v4_0,0.8980425,0.9611651
AF-P35555-F1-model_v4_0,0.8991251,0.9611651
AF-A6NHA9-F1-model_v4_0,0.86756676,0.40298507
AF-P22105-F13-model_v4_0,0.89627385,0.91818184
AF-Q96E52-F1-model_v4_0,0.8916575,0.77319586
AF-B3KNS4-F1-model_v4_0,0.0017165452,0.027272727
AF-Q709C8-F5-model_v4_0,0.89523464,0.88372093
AF-Q9BV73-F1-model_v4_0,0.8983505,0.9611651
AF-Q7Z7B7-F1-model_v4_0,0.864185,0.33333334
AF-Q92523-F1-model_v4_0,0.041258924,0.05882353
AF-Q5VTE6-F1-model_v4_0,0.88928205,0.77319586
AF-Q9NWW0-F1-model_v4_0,0.89327794,0.86538464
AF-O14627-F1-model_v4_0,0.0035624106,0.027272727
AF-Q5VT03-F1-model_v4_0,0.89956045,0.9611651
AF-A5D8T8-F1-model_v4_0,0.8941828,0.88372093
AF-A0A0C4DH27-F1-model_v4_0,0.88737124,0.62068963
AF-O75197-F1-model_v4_0,0.8954107,0.88372093
AF-P16949-F1-model_v4_0,0.8999207,0.9611651
AF-Q9UBL0-F1-model_v4_0,0.887251,0.62068963
AF-Q09327-F1-model_v4_0,0.89357805,0.86538464
AF-Q7Z736-F1-model_v4_0,0.079015315,0.075630255
AF-P00915-F1-model_v4_0,0.0041211885,0.027272727
AF-O43149-F7-model_v4_0,0.89658856,0.91818184
AF-Q7L5A3-F1-model_v4_0,0.35752812,0.075630255
AF-Q53GL7-F1-model_v4_0,0.8947215,0.88372093
AF-P35462-F1-model_v4_0,0.0033982706,0.027272727
AF-P14735-F1-model_v4_0,0.5498118,0.075630255
AF-Q96GK7-F1-model_v4_0,0.8737053,0.40298507
AF-Q15532-F1-model_v4_0,0.02096128,0.035714287
AF-Q96FN9-F1-model_v4_0,0.8905624,0.77319586
AF-P12318-F1-model_v4_0,0.8991039,0.9611651
AF-Q1RN00-F1-model_v4_0,0.89983195,0.9611651
AF-Q96NL8-F1-model_v4_0,0.090770416,0.075630255
AF-Q8N1N4-F1-model_v4_0,0.8989768,0.9611651
AF-Q8NHV1-F1-model_v4_0,0.8221085,0.31578952
AF-Q5BJE1-F1-model_v4_0,0.89749956,0.9611651
AF-P09525-F1-model_v4_0,0.89552164,0.88372093
AF-Q9H4L7-F1-model_v4_0,0.8666212,0.40298507
AF-Q9HCL3-F1-model_v4_0,0.8958459,0.91818184
AF-P54652-F1-model_v4_0,0.8516751,0.31578952
AF-Q9UMY4-F1-model_v4_0,0.6842743,0.075630255
AF-P11532-F4-model_v4_0,0.8972581,0.9611651
AF-Q9NPI7-F1-model_v4_0,0.90057427,0.9611651
AF-Q8IZF3-F1-model_v4_0,0.89564085,0.88372093
AF-P11844-F1-model_v4_0,0.41641915,0.075630255
AF-Q8N1X5-F1-model_v4_0,0.06534717,0.075630255
AF-Q9UNN4-F1-model_v4_0,0.860675,0.31578952
AF-Q8N370-F1-model_v4_0,0.89222723,0.77319586
AF-A6NGY1-F1-model_v4_0,0.8969402,0.9611651
AF-Q96SF7-F1-model_v4_0,0.00079421944,0.027272727
AF-Q9UBM1-F1-model_v4_0,0.9011638,0.9611651
AF-Q8WWW8-F1-model_v4_0,0.00086250127,0.027272727
AF-Q8WWU7-F1-model_v4_0,0.8929196,0.86538464
AF-Q8IYN6-F1-model_v4_0,0.89237833,0.86538464
AF-Q96JB5-F1-model_v4_0,0.89173764,0.77319586
AF-Q9HCM2-F1-model_v4_0,0.8957568,0.88372093
AF-Q15238-F1-model_v4_0,0.89719903,0.9611651
AF-Q9GZM3-F1-model_v4_0,0.37751502,0.075630255
AF-Q92570-F1-model_v4_0,0.6989055,0.075630255
AF-Q99750-F1-model_v4_0,0.0010114796,0.027272727
AF-Q8NGJ9-F1-model_v4_0,0.37008896,0.075630255
AF-P31269-F1-model_v4_0,0.0005937296,0.0
AF-P22304-F1-model_v4_0,0.8954954,0.88372093
AF-A6NM45-F1-model_v4_0,0.89346355,0.86538464
AF-P61006-F1-model_v4_0,0.0004011708,0.0
AF-Q9Y2Y4-F1-model_v4_0,0.16540113,0.075630255
AF-O00716-F1-model_v4_0,0.9027692,0.9611651
AF-Q9Y3D6-F1-model_v4_0,0.89695936,0.9611651
AF-Q96K75-F1-model_v4_0,0.8965141,0.91818184
AF-O95714-F19-model_v4_0,0.8175463,0.31578952
AF-Q9NS85-F1-model_v4_0,0.2163169,0.075630255
AF-Q96HA8-F1-model_v4_0,0.8002878,0.31578952
AF-Q8N9F8-F1-model_v4_0,0.89825416,0.9611651
AF-P98160-F11-model_v4_0,0.8976711,0.9611651
AF-Q8NCM8-F10-model_v4_0,0.84087944,0.31578952
AF-Q96IR2-F1-model_v4_0,0.89709973,0.9611651
AF-P54108-F1-model_v4_0,0.8925049,0.86538464
AF-Q9NTJ4-F1-model_v4_0,0.89074963,0.77319586
AF-Q96F10-F1-model_v4_0,0.881518,0.40298507
AF-Q9H0A6-F1-model_v4_0,0.9018655,0.9611651
AF-Q9H195-F1-model_v4_0,0.8988279,0.9611651
AF-Q8ND07-F1-model_v4_0,0.89886093,0.9611651
AF-P0C842-F1-model_v4_0,0.86875004,0.40298507
AF-Q9Y2J8-F1-model_v4_0,0.8939811,0.88372093
AF-Q70CQ2-F4-model_v4_0,0.88854355,0.62068963
AF-Q9UMS4-F1-model_v4_0,0.90001184,0.9611651
AF-A8MWA4-F1-model_v4_0,0.61380404,0.075630255
AF-O95780-F1-model_v4_0,0.8953791,0.88372093
AF-Q6UWN5-F1-model_v4_0,0.8969707,0.9611651
AF-Q96GE6-F1-model_v4_0,0.54009295,0.075630255
AF-P55199-F1-model_v4_0,0.8958527,0.91818184
AF-Q8IUA7-F1-model_v4_0,0.8941887,0.88372093
AF-Q96SY0-F1-model_v4_0,0.016746659,0.035714287
AF-Q8N8Y5-F1-model_v4_0,0.8794852,0.40298507
AF-P54105-F1-model_v4_0,0.33115807,0.075630255
AF-Q8N9M1-F1-model_v4_0,0.005379169,0.035714287
AF-Q92564-F1-model_v4_0,0.0006298684,0.0
AF-Q13309-F1-model_v4_0,0.4383021,0.075630255
AF-P0DMV9-F1-model_v4_0,0.8624676,0.33333334
AF-A6NNC1-F1-model_v4_0,0.6078034,0.075630255
AF-Q8N999-F1-model_v4_0,0.887286,0.62068963
AF-Q6UXT8-F1-model_v4_0,0.09185493,0.075630255
AF-Q8IV48-F1-model_v4_0,0.023839464,0.05882353
AF-Q9P2S5-F1-model_v4_0,0.8277736,0.31578952
AF-Q9NPE3-F1-model_v4_0,0.8911056,0.77319586
AF-P62068-F1-model_v4_0,0.00037760695,0.0
AF-Q9Y6L6-F1-model_v4_0,0.8914051,0.77319586
AF-Q6SZW1-F1-model_v4_0,0.825684,0.31578952
AF-A0A2R8YD15-F1-model_v4_0,0.8940127,0.88372093
AF-P04279-F1-model_v4_0,0.8992365,0.9611651
AF-Q9Y255-F1-model_v4_0,0.0054124775,0.035714287
AF-Q9H2C5-F1-model_v4_0,0.78900725,0.31578952
AF-P13232-F1-model_v4_0,0.8997901,0.9611651
AF-Q75N90-F8-model_v4_0,0.8994712,0.9611651
AF-Q4G0P3-F11-model_v4_0,0.89050806,0.77319586
AF-Q7Z5H3-F1-model_v4_0,0.41296402,0.075630255
AF-Q96BJ3-F1-model_v4_0,0.88597316,0.5
AF-P51114-F1-model_v4_0,0.89494425,0.88372093
AF-Q9UHD9-F1-model_v4_0,0.88188183,0.40298507
AF-Q5H8A4-F1-model_v4_0,0.87176806,0.40298507
AF-P20591-F1-model_v4_0,0.85407096,0.31578952
AF-Q13263-F1-model_v4_0,0.012867532,0.035714287
AF-P04440-F1-model_v4_0,0.8997392,0.9611651
AF-Q8WZ92-F1-model_v4_0,0.24615677,0.075630255
AF-Q03001-F32-model_v4_0,0.8950383,0.88372093
AF-Q96FV2-F1-model_v4_0,0.0034302038,0.027272727
AF-Q03001-F20-model_v4_0,0.8919654,0.77319586
AF-Q02817-F8-model_v4_0,0.89499366,0.88372093
AF-Q8WZ42-F94-model_v4_0,0.8935469,0.86538464
AF-Q5U3C3-F1-model_v4_0,0.89337134,0.86538464
AF-Q8WUY3-F7-model_v4_0,0.60241324,0.075630255
AF-Q562R1-F1-model_v4_0,0.784074,0.31578952
AF-P06576-F1-model_v4_0,0.8509613,0.31578952
AF-P0DN77-F1-model_v4_0,0.8961598,0.91818184
AF-Q9UKD1-F1-model_v4_0,0.8914176,0.77319586
AF-Q9Y303-F1-model_v4_0,0.033226307,0.05882353
AF-P55017-F1-model_v4_0,0.892713,0.86538464
AF-Q9H9L7-F1-model_v4_0,0.89980835,0.9611651
AF-O75592-F3-model_v4_0,0.8862745,0.5
AF-Q9UFH2-F12-model_v4_0,0.81667864,0.31578952
AF-P26358-F1-model_v4_0,0.04818871,0.05882353
AF-Q8WYP5-F1-model_v4_0,0.8945505,0.88372093
AF-Q86VH2-F1-model_v4_0,0.89563185,0.88372093
AF-Q5SWH9-F1-model_v4_0,0.89379984,0.88372093
AF-Q9BXK1-F1-model_v4_0,0.03462774,0.05882353
AF-Q8WUH2-F1-model_v4_0,0.22531113,0.075630255
AF-P46939-F12-model_v4_0,0.88651294,0.5
AF-P43351-F1-model_v4_0,0.78821737,0.31578952
AF-A2RUR9-F1-model_v4_0,0.8989116,0.9611651
AF-P31942-F1-model_v4_0,0.89141667,0.77319586
AF-Q92565-F1-model_v4_0,0.0007677891,0.027272727
AF-Q6UXB8-F1-model_v4_0,0.85219663,0.31578952
AF-Q6NSI8-F1-model_v4_0,0.86038274,0.31578952
AF-Q9HAH1-F1-model_v4_0,0.8950589,0.88372093
AF-P13500-F1-model_v4_0,0.8956436,0.88372093
AF-Q96MW5-F1-model_v4_0,0.8913171,0.77319586
AF-Q96L91-F7-model_v4_0,0.7996819,0.31578952
AF-A0A024RBG1-F1-model_v4_0,0.86980677,0.40298507
AF-Q6IBW4-F1-model_v4_0,0.88435394,0.5
AF-O95045-F1-model_v4_0,0.0007670829,0.027272727
AF-Q8WZA9-F1-model_v4_0,0.8898544,0.77319586
AF-Q96EX1-F1-model_v4_0,0.8994748,0.9611651
AF-Q6IB77-F1-model_v4_0,0.8438843,0.31578952
AF-Q9Y536-F1-model_v4_0,0.21210554,0.075630255
AF-A1L453-F1-model_v4_0,0.86654985,0.40298507
AF-Q9BXF9-F1-model_v4_0,0.9002679,0.9611651
AF-O15118-F1-model_v4_0,0.89699167,0.9611651
AF-Q9Y4D8-F14-model_v4_0,0.89098567,0.77319586
AF-Q04695-F1-model_v4_0,0.8973562,0.9611651
AF-Q96LR7-F1-model_v4_0,0.8947706,0.88372093
AF-P61247-F1-model_v4_0,0.71675795,0.075630255
AF-A1L3X4-F1-model_v4_0,0.00047541497,0.0
AF-Q9UQ72-F1-model_v4_0,0.89782435,0.9611651
AF-P01824-F1-model_v4_0,0.0684099,0.075630255
AF-Q643R3-F1-model_v4_0,0.8923244,0.86538464
AF-A0A0B4J263-F1-model_v4_0,0.29909828,0.075630255
AF-Q9BU23-F1-model_v4_0,0.89874876,0.9611651
AF-Q5JSH3-F1-model_v4_0,0.8188012,0.31578952
AF-Q99572-F1-model_v4_0,0.9007762,0.9611651
AF-Q8WV19-F1-model_v4_0,0.89649934,0.91818184
AF-P10646-F1-model_v4_0,0.8982339,0.9611651
AF-Q6UWL6-F1-model_v4_0,0.89515215,0.88372093
AF-P08588-F1-model_v4_0,0.10070638,0.075630255
AF-Q9BYJ9-F1-model_v4_0,0.00052306894,0.0
AF-P60509-F1-model_v4_0,0.90072435,0.9611651
AF-Q8WTV0-F1-model_v4_0,0.8968281,0.9495238
AF-Q8N428-F1-model_v4_0,0.8804887,0.40298507
AF-Q9NUX5-F1-model_v4_0,0.77541316,0.30759156
AF-Q86X27-F1-model_v4_0,0.00039246675,0.0
AF-Q8NB50-F1-model_v4_0,0.8987858,0.9611651
AF-O14512-F1-model_v4_0,0.0037485017,0.027272727
AF-Q9ULI2-F1-model_v4_0,0.3592398,0.075630255
AF-Q58EX7-F1-model_v4_0,0.88992345,0.77319586
AF-Q15349-F1-model_v4_0,0.0036790646,0.027272727
AF-P28222-F1-model_v4_0,0.77936316,0.31578952
AF-Q7Z418-F1-model_v4_0,0.89067245,0.77319586
AF-Q9UMX2-F1-model_v4_0,0.89630324,0.91818184
AF-Q6XYQ8-F1-model_v4_0,0.74007607,0.075630255
AF-O43345-F1-model_v4_0,0.89554656,0.88372093
AF-P27144-F1-model_v4_0,0.8870103,0.62068963
AF-Q8N128-F1-model_v4_0,0.8991063,0.9611651
AF-P53671-F1-model_v4_0,0.00096035254,0.027272727
AF-Q6NY19-F1-model_v4_0,0.8825426,0.40298507
AF-Q9NQ88-F1-model_v4_0,0.70518994,0.075630255
AF-Q9UHQ9-F1-model_v4_0,0.88072205,0.40298507
AF-P14138-F1-model_v4_0,0.9036755,0.9611651
AF-Q9NXL9-F1-model_v4_0,0.0005329367,0.0
AF-Q7L5A8-F1-model_v4_0,0.8978394,0.9611651
AF-Q2I0M5-F1-model_v4_0,0.89875066,0.9611651
AF-Q9UBT6-F1-model_v4_0,0.8057699,0.31578952
AF-P98174-F1-model_v4_0,0.8824029,0.40298507
AF-P36383-F1-model_v4_0,0.89901334,0.9611651
AF-Q5T6X4-F1-model_v4_0,0.9023158,0.9611651
AF-Q9BQ51-F1-model_v4_0,0.9000272,0.9611651
AF-O14874-F1-model_v4_0,0.0016088011,0.027272727
AF-A0A0B4J1V1-F1-model_v4_0,0.0034169934,0.027272727
AF-Q9NX14-F1-model_v4_0,0.90121776,0.9611651
AF-Q6V702-F1-model_v4_0,0.88981396,0.77319586
AF-Q5T0Z8-F1-model_v4_0,0.89609367,0.91818184
AF-P20366-F1-model_v4_0,0.8932321,0.86538464
AF-P16591-F1-model_v4_0,0.5489427,0.075630255
AF-Q96MT7-F1-model_v4_0,0.8990074,0.9611651
AF-Q86Y46-F1-model_v4_0,0.8995227,0.9611651
AF-Q9UL03-F1-model_v4_0,0.0029060924,0.027272727
AF-Q9BXJ7-F1-model_v4_0,0.8893693,0.77319586
AF-Q9NY27-F1-model_v4_0,0.83577955,0.31578952
AF-Q99467-F1-model_v4_0,0.8969556,0.9611651
AF-Q9HCS2-F1-model_v4_0,0.85991275,0.31578952
AF-P0DP74-F1-model_v4_0,0.8967243,0.91818184
AF-O43424-F1-model_v4_0,0.8978043,0.9611651
AF-Q5SZD4-F1-model_v4_0,0.078024976,0.075630255
AF-O75038-F1-model_v4_0,0.8877313,0.62068963
AF-Q86VX2-F1-model_v4_0,0.891027,0.77319586
AF-Q4FZB7-F1-model_v4_0,0.000396301,0.0
AF-P53708-F1-model_v4_0,0.8954789,0.88372093
AF-Q75N90-F4-model_v4_0,0.9001507,0.9611651
AF-Q13023-F1-model_v4_0,0.895242,0.88372093
AF-Q9UKN1-F22-model_v4_0,0.8970697,0.9611651
AF-Q86WG5-F1-model_v4_0,0.87095386,0.40298507
AF-Q8NF91-F5-model_v4_0,0.8911036,0.77319586
AF-A0A0U1RRE5-F1-model_v4_0,0.89475,0.88372093
AF-Q9H207-F1-model_v4_0,0.8396467,0.31578952
AF-Q5SQN1-F1-model_v4_0,0.010358434,0.035714287
AF-A0M8Q6-F1-model_v4_0,0.88044435,0.40298507
AF-Q05516-F1-model_v4_0,0.8416034,0.31578952
AF-Q16099-F1-model_v4_0,0.89729834,0.9611651
AF-Q15848-F1-model_v4_0,0.89750206,0.9611651
AF-A0A1B0GU29-F1-model_v4_0,0.9031745,0.9611651
AF-Q9UPY3-F1-model_v4_0,0.86077666,0.31578952
AF-O00425-F1-model_v4_0,0.0013323989,0.027272727
AF-Q9BQ75-F1-model_v4_0,0.40464625,0.075630255
AF-Q9Y4J8-F1-model_v4_0,0.8762158,0.40298507
AF-B9EJG8-F1-model_v4_0,0.89517576,0.88372093
AF-O76039-F1-model_v4_0,0.0007390959,0.027272727
AF-Q9GZU0-F1-model_v4_0,0.8850769,0.5
AF-P54098-F1-model_v4_0,0.896669,0.91818184
AF-Q86TD4-F1-model_v4_0,0.89410114,0.88372093
AF-Q9BYB0-F1-model_v4_0,0.90000623,0.9611651
AF-Q96PZ7-F8-model_v4_0,0.8994672,0.9611651
AF-Q75N90-F2-model_v4_0,0.9002338,0.9611651
AF-A3KN83-F1-model_v4_0,0.0686901,0.075630255
AF-P35556-F2-model_v4_0,0.89984465,0.9611651
AF-O95070-F1-model_v4_0,0.8181413,0.31578952
AF-P15421-F1-model_v4_0,0.8945692,0.88372093
AF-Q8WYQ5-F1-model_v4_0,0.7317287,0.075630255
AF-O60884-F1-model_v4_0,0.89357495,0.86538464
AF-Q86VM9-F1-model_v4_0,0.14628781,0.075630255
AF-Q9H5J4-F1-model_v4_0,0.9002662,0.9611651
AF-Q8N4J0-F1-model_v4_0,0.8838979,0.5
AF-Q6PF18-F1-model_v4_0,0.89367706,0.86538464
AF-Q96LR5-F1-model_v4_0,0.00037765125,0.0
AF-Q8TCU5-F1-model_v4_0,0.8949908,0.88372093
AF-Q9NQ55-F1-model_v4_0,0.29963455,0.075630255
AF-Q8NEZ4-F6-model_v4_0,0.8676154,0.40298507
AF-Q99801-F1-model_v4_0,0.028084887,0.05882353
AF-Q969Q5-F1-model_v4_0,0.00066354964,0.0
AF-Q8IWI9-F1-model_v4_0,0.9007537,0.9611651
AF-Q96T52-F1-model_v4_0,0.8921522,0.77319586
AF-P78527-F15-model_v4_0,0.8895474,0.77319586
AF-Q9Y4A5-F2-model_v4_0,0.8938214,0.88372093
AF-Q6TFL4-F1-model_v4_0,0.87500626,0.40298507
AF-Q7L8C5-F1-model_v4_0,0.13905264,0.075630255
AF-A6NDL8-F1-model_v4_0,0.87476975,0.40298507
AF-O75445-F20-model_v4_0,0.8977936,0.9611651
AF-Q8ND82-F1-model_v4_0,0.89183974,0.77319586
AF-Q9HAS3-F1-model_v4_0,0.8975858,0.9611651
AF-Q9NYQ6-F8-model_v4_0,0.8959791,0.91818184
